"V1" "V2" "V3" "V4" "V5" "V6"
"23891" "img/2710500_1139500_2711000_1140000.tiff" 860 910 1390 1220 "graveyard"
"23892" "img/2723000_1212000_2723500_1212500.tiff" 2870 2640 4550 4270 "school"
"23893" "img/2723000_1212000_2723500_1212500.tiff" 2890 2380 3440 3000 "school"
"23894" "img/2723000_1212000_2723500_1212500.tiff" 3700 1990 4360 2530 "school"
"23895" "img/2723000_1212000_2723500_1212500.tiff" 2670 1840 3310 2250 "school"
"23896" "img/2723000_1212000_2723500_1212500.tiff" 2150 970 3230 2270 "school"
"23897" "img/2723000_1212000_2723500_1212500.tiff" 2220 750 2820 1110 "school"
"23898" "img/2723000_1212000_2723500_1212500.tiff" 2860 370 3860 1600 "school"
"23899" "img/2721000_1117000_2721500_1117500.tiff" 4440 3320 4920 4660 "school"
"23900" "img/2721000_1117000_2721500_1117500.tiff" 2530 1490 4670 5000 "school"
"23942" "img/2501000_1124500_2501500_1125000.tiff" 0 4370 750 5000 "school"
"23943" "img/2501000_1124500_2501500_1125000.tiff" 0 3940 470 4620 "school"
"23944" "img/2501000_1124500_2501500_1125000.tiff" 3150 20 3430 130 "school"
"23962" "img/2694000_1144000_2694500_1144500.tiff" 1030 2040 1210 2230 "graveyard"
"23964" "img/2629000_1125500_2629500_1126000.tiff" 960 2490 1350 3000 "graveyard"
"23979" "img/2694500_1229500_2695000_1230000.tiff" 4180 2180 4810 2640 "school"
"23982" "img/2690500_1209000_2691000_1209500.tiff" 2750 2360 3850 3750 "school"
"23983" "img/2690500_1209000_2691000_1209500.tiff" 3040 2550 3370 2860 "school"
"23984" "img/2690500_1209000_2691000_1209500.tiff" 3320 2320 3910 3020 "school"
"23985" "img/2663500_1148500_2664000_1149000.tiff" 0 2630 40 2760 "graveyard"
"23986" "img/2663500_1148500_2664000_1149000.tiff" 0 1490 900 2300 "graveyard"
"23987" "img/2600500_1207500_2601000_1208000.tiff" 0 4450 1550 5000 "school"
"23988" "img/2600500_1207500_2601000_1208000.tiff" 2530 3350 2970 3580 "school"
"23989" "img/2600500_1207500_2601000_1208000.tiff" 0 1720 1510 2930 "school"
"23990" "img/2600500_1207500_2601000_1208000.tiff" 0 1790 700 2550 "school"
"23991" "img/2600500_1207500_2601000_1208000.tiff" 760 1870 1170 2110 "school"
"23992" "img/2600500_1207500_2601000_1208000.tiff" 2260 990 2590 1280 "school"
"23993" "img/2600500_1207500_2601000_1208000.tiff" 1730 590 3310 1990 "school"
"23994" "img/2600500_1207500_2601000_1208000.tiff" 2890 100 3580 690 "school"
"23995" "img/2600500_1207500_2601000_1208000.tiff" 630 130 900 400 "school"
"23996" "img/2600500_1207500_2601000_1208000.tiff" 1060 50 1770 330 "school"
"24002" "img/2693000_1192000_2693500_1192500.tiff" 2560 1970 3170 2770 "graveyard"
"24003" "img/2693000_1192000_2693500_1192500.tiff" 4790 230 4970 520 "graveyard"
"24023" "img/2673000_1220000_2673500_1220500.tiff" 740 2550 890 2720 "school"
"24031" "img/2667000_1240000_2667500_1240500.tiff" 0 1750 860 2990 "school"
"24032" "img/2667000_1240000_2667500_1240500.tiff" 330 1940 690 2190 "school"
"24033" "img/2667000_1240000_2667500_1240500.tiff" 180 740 960 1470 "school"
"24055" "img/2618500_1240000_2619000_1240500.tiff" 2180 1350 3480 3000 "school"
"24056" "img/2618500_1240000_2619000_1240500.tiff" 4760 960 4960 1270 "school"
"24057" "img/2618500_1240000_2619000_1240500.tiff" 4670 450 4950 850 "school"
"24058" "img/2570500_1228500_2571000_1229000.tiff" 3380 3570 3600 3810 "school"
"24060" "img/2620500_1253000_2621000_1253500.tiff" 200 2390 620 2870 "graveyard"
"24100" "img/2682500_1205000_2683000_1205500.tiff" 4220 4160 4850 4660 "graveyard"
"24101" "img/2682500_1205000_2683000_1205500.tiff" 80 3580 1150 4980 "graveyard"
"24102" "img/2682500_1205000_2683000_1205500.tiff" 3480 2940 4020 3230 "graveyard"
"24103" "img/2682500_1205000_2683000_1205500.tiff" 3940 2610 4060 2850 "graveyard"
"24104" "img/2682500_1205000_2683000_1205500.tiff" 3780 2600 3910 2840 "graveyard"
"24121" "img/2662500_1216500_2663000_1217000.tiff" 3140 4610 3860 5000 "school"
"24122" "img/2662500_1216500_2663000_1217000.tiff" 3580 4920 3820 5000 "school"
"24123" "img/2662500_1216500_2663000_1217000.tiff" 3350 4660 3670 5000 "school"
"24124" "img/2662500_1216500_2663000_1217000.tiff" 3910 4400 4190 4930 "school"
"24125" "img/2662500_1216500_2663000_1217000.tiff" 3770 3830 4840 5000 "school"
"24126" "img/2662500_1216500_2663000_1217000.tiff" 4060 3750 4550 4300 "school"
"24127" "img/2662500_1216500_2663000_1217000.tiff" 4650 2020 4950 2950 "school"
"24128" "img/2662500_1216500_2663000_1217000.tiff" 3350 270 3800 730 "school"
"24131" "img/2609500_1180000_2610000_1180500.tiff" 2070 220 2990 1660 "graveyard"
"24151" "img/2599500_1208000_2600000_1208500.tiff" 2850 4610 4720 5000 "school"
"24152" "img/2599500_1208000_2600000_1208500.tiff" 4080 3630 4180 3730 "school"
"24153" "img/2599500_1208000_2600000_1208500.tiff" 4180 2970 4640 3360 "school"
"24154" "img/2599500_1208000_2600000_1208500.tiff" 4260 2540 4820 3130 "school"
"24155" "img/2599500_1208000_2600000_1208500.tiff" 3310 1880 4770 3830 "school"
"24156" "img/2599500_1208000_2600000_1208500.tiff" 4500 2060 4930 2660 "school"
"24173" "img/2694000_1276500_2694500_1277000.tiff" 2040 40 2360 300 "graveyard"
"24174" "img/2712000_1244000_2712500_1244500.tiff" 4450 1930 4750 2220 "school"
"24175" "img/2712000_1244000_2712500_1244500.tiff" 4180 1760 4890 2470 "school"
"24179" "img/2723000_1255500_2723500_1256000.tiff" 2090 1770 4090 2610 "school"
"24180" "img/2723000_1255500_2723500_1256000.tiff" 3990 1810 4320 2320 "school"
"24181" "img/2587000_1219000_2587500_1219500.tiff" 2200 2990 3260 3710 "graveyard"
"24182" "img/2587000_1219000_2587500_1219500.tiff" 4320 40 4910 300 "graveyard"
"24184" "img/2609000_1261000_2609500_1261500.tiff" 0 460 1080 1560 "school"
"24194" "img/2654000_1230000_2654500_1230500.tiff" 220 3460 670 3910 "graveyard"
"24197" "img/2697000_1236500_2697500_1237000.tiff" 1290 4270 2790 5000 "school"
"24198" "img/2697000_1236500_2697500_1237000.tiff" 1920 4910 2210 5000 "school"
"24199" "img/2697000_1236500_2697500_1237000.tiff" 2220 4940 2360 5000 "school"
"24200" "img/2697000_1236500_2697500_1237000.tiff" 2200 4670 2650 5000 "school"
"24201" "img/2697000_1236500_2697500_1237000.tiff" 1580 4310 1820 4520 "school"
"24202" "img/2697000_1236500_2697500_1237000.tiff" 2030 3470 2440 3870 "school"
"24203" "img/2697000_1236500_2697500_1237000.tiff" 1590 460 1690 590 "school"
"24219" "img/2733000_1125500_2733500_1126000.tiff" 2040 2020 2390 2330 "graveyard"
"24224" "img/2527000_1152500_2527500_1153000.tiff" 1310 2350 1880 2820 "graveyard"
"24234" "img/2715000_1100000_2715500_1100500.tiff" 4730 1750 4960 2330 "graveyard"
"24239" "img/2672500_1199000_2673000_1199500.tiff" 4020 1880 4530 2420 "school"
"24240" "img/2672500_1199000_2673000_1199500.tiff" 3800 1880 4170 2330 "school"
"24252" "img/2697500_1151500_2698000_1152000.tiff" 0 840 550 1710 "graveyard"
"24277" "img/2530000_1196500_2530500_1197000.tiff" 80 4010 610 4920 "graveyard"
"24339" "img/2650000_1224500_2650500_1225000.tiff" 4200 3570 4890 4940 "school"
"24340" "img/2650000_1224500_2650500_1225000.tiff" 3110 2290 4090 3040 "school"
"24341" "img/2650000_1224500_2650500_1225000.tiff" 4050 150 4870 1090 "school"
"24342" "img/2645000_1247000_2645500_1247500.tiff" 4840 1790 4970 2200 "school"
"24356" "img/2732500_1124500_2733000_1125000.tiff" 4910 880 4980 1060 "graveyard"
"24369" "img/2598500_1196500_2599000_1197000.tiff" 0 4120 1080 5000 "graveyard"
"24370" "img/2598500_1196500_2599000_1197000.tiff" 2670 4090 3300 4470 "graveyard"
"24371" "img/2598500_1196500_2599000_1197000.tiff" 0 1910 360 2630 "graveyard"
"24383" "img/2561000_1138500_2561500_1139000.tiff" 0 4230 70 4490 "school"
"24384" "img/2702000_1267500_2702500_1268000.tiff" 0 3220 170 3650 "school"
"24385" "img/2702000_1267500_2702500_1268000.tiff" 2970 1940 3880 2630 "school"
"24386" "img/2702000_1267500_2702500_1268000.tiff" 3220 290 4760 2200 "school"
"24387" "img/2702000_1267500_2702500_1268000.tiff" 3580 540 4100 860 "school"
"24395" "img/2716000_1111000_2716500_1111500.tiff" 820 2800 1100 2960 "graveyard"
"24397" "img/2502000_1116000_2502500_1116500.tiff" 1260 4190 3980 5000 "school"
"24398" "img/2502000_1116000_2502500_1116500.tiff" 2580 4590 2930 4880 "school"
"24399" "img/2502000_1116000_2502500_1116500.tiff" 0 740 450 1790 "school"
"24432" "img/2655500_1176000_2656000_1176500.tiff" 2950 1140 3400 1540 "school"
"24440" "img/2760000_1190500_2760500_1191000.tiff" 0 3680 130 3990 "graveyard"
"24441" "img/2760000_1190500_2760500_1191000.tiff" 0 2860 110 3170 "graveyard"
"24442" "img/2760000_1190500_2760500_1191000.tiff" 0 2580 80 2870 "graveyard"
"24443" "img/2760000_1190500_2760500_1191000.tiff" 0 1860 490 3520 "graveyard"
"24444" "img/2760000_1190500_2760500_1191000.tiff" 0 1970 270 2840 "graveyard"
"24446" "img/2598000_1196000_2598500_1196500.tiff" 2920 160 4720 1200 "graveyard"
"24447" "img/2598000_1196000_2598500_1196500.tiff" 1330 140 2400 1080 "graveyard"
"24448" "img/2598000_1196000_2598500_1196500.tiff" 0 160 2300 1160 "graveyard"
"24449" "img/2598000_1196000_2598500_1196500.tiff" 1310 30 1640 180 "graveyard"
"24452" "img/2705500_1114500_2706000_1115000.tiff" 1710 4720 2380 5000 "graveyard"
"24453" "img/2705500_1114500_2706000_1115000.tiff" 1340 4770 1780 5000 "graveyard"
"24469" "img/2700500_1269500_2701000_1270000.tiff" 4270 670 4680 1010 "graveyard"
"24497" "img/2665500_1265000_2666000_1265500.tiff" 0 4120 850 5000 "graveyard"
"24530" "img/2663000_1191500_2663500_1192000.tiff" 1870 4420 2060 4600 "school"
"24537" "img/2690500_1232000_2691000_1232500.tiff" 0 210 1030 1540 "school"
"24541" "img/2724000_1104000_2724500_1104500.tiff" 3610 3040 3830 3250 "graveyard"
"24545" "img/2558500_1178000_2559000_1178500.tiff" 3340 1360 3650 1640 "graveyard"
"24551" "img/2586000_1220500_2586500_1221000.tiff" 460 4710 1210 5000 "school"
"24552" "img/2586000_1220500_2586500_1221000.tiff" 320 3270 470 3420 "school"
"24561" "img/2562000_1185000_2562500_1185500.tiff" 0 4780 520 5000 "school"
"24562" "img/2562000_1185000_2562500_1185500.tiff" 3210 1450 3340 1580 "school"
"24563" "img/2562000_1185000_2562500_1185500.tiff" 3570 390 4510 1460 "school"
"24564" "img/2511500_1164500_2512000_1165000.tiff" 470 1080 1310 1750 "graveyard"
"24565" "img/2722000_1225500_2722500_1226000.tiff" 4830 4070 4950 4250 "school"
"24594" "img/2703500_1134000_2704000_1134500.tiff" 1900 4820 2160 5000 "graveyard"
"24597" "img/2719000_1097000_2719500_1097500.tiff" 0 1270 300 2360 "graveyard"
"24601" "img/2730000_1257000_2730500_1257500.tiff" 670 1860 2410 3870 "school"
"24602" "img/2730000_1257000_2730500_1257500.tiff" 0 2290 430 2870 "school"
"24603" "img/2730000_1257000_2730500_1257500.tiff" 1840 2330 2380 2730 "school"
"24604" "img/2730000_1257000_2730500_1257500.tiff" 710 1750 2170 2780 "school"
"24645" "img/2702500_1261500_2703000_1262000.tiff" 940 4110 1150 4340 "school"
"24646" "img/2702500_1261500_2703000_1262000.tiff" 410 3390 790 3810 "school"
"24647" "img/2702500_1261500_2703000_1262000.tiff" 2640 2930 3100 3420 "school"
"24648" "img/2702500_1261500_2703000_1262000.tiff" 2480 2750 2920 3170 "school"
"24681" "img/2560000_1183000_2560500_1183500.tiff" 780 4870 1060 5000 "graveyard"
"24685" "img/2528000_1186000_2528500_1186500.tiff" 3110 4060 3490 4610 "school"
"24686" "img/2528000_1186000_2528500_1186500.tiff" 2820 3970 3160 4480 "school"
"24687" "img/2528000_1186000_2528500_1186500.tiff" 3670 2910 4250 3630 "school"
"24702" "img/2689500_1205500_2690000_1206000.tiff" 0 2920 50 3290 "graveyard"
"24703" "img/2689500_1205500_2690000_1206000.tiff" 0 2710 470 2990 "graveyard"
"24704" "img/2689500_1205500_2690000_1206000.tiff" 420 2170 740 2560 "graveyard"
"24705" "img/2689500_1205500_2690000_1206000.tiff" 790 1830 1000 1980 "graveyard"
"24706" "img/2590500_1220000_2591000_1220500.tiff" 2430 3830 3560 4980 "school"
"24707" "img/2590500_1220000_2591000_1220500.tiff" 4840 3610 4970 4010 "school"
"24708" "img/2590500_1220000_2591000_1220500.tiff" 4730 3230 4960 3650 "school"
"24709" "img/2583500_1196500_2584000_1197000.tiff" 350 2840 590 3070 "graveyard"
"24710" "img/2692000_1237000_2692500_1237500.tiff" 70 2360 260 2540 "school"
"24711" "img/2692000_1237000_2692500_1237500.tiff" 0 2200 600 2750 "school"
"24742" "img/2589500_1221000_2590000_1221500.tiff" 1130 2590 2790 4550 "school"
"24743" "img/2630000_1118000_2630500_1118500.tiff" 0 2000 320 2430 "school"
"24761" "img/2778000_1144500_2778500_1145000.tiff" 4890 910 4980 1080 "school"
"24780" "img/2729000_1132500_2729500_1133000.tiff" 4310 70 4510 270 "graveyard"
"24797" "img/2680000_1257500_2680500_1258000.tiff" 0 3410 320 3940 "school"
"24798" "img/2587000_1210000_2587500_1210500.tiff" 1550 620 2800 1840 "graveyard"
"24833" "img/2574000_1256000_2574500_1256500.tiff" 1510 80 2080 570 "graveyard"
"24841" "img/2536500_1187500_2537000_1188000.tiff" 0 3660 70 3850 "graveyard"
"24843" "img/2609500_1228500_2610000_1229000.tiff" 0 4950 220 5000 "school"
"24877" "img/2687000_1257500_2687500_1258000.tiff" 770 470 3140 3590 "graveyard"
"24878" "img/2568500_1209500_2569000_1210000.tiff" 1060 3660 1790 4370 "graveyard"
"24894" "img/2554000_1217000_2554500_1217500.tiff" 3660 4810 4070 5000 "school"
"24895" "img/2554000_1217000_2554500_1217500.tiff" 1240 4080 1610 4420 "school"
"24896" "img/2554000_1217000_2554500_1217500.tiff" 4890 4100 4980 4420 "school"
"24897" "img/2554000_1217000_2554500_1217500.tiff" 4920 3800 4990 3960 "school"
"24898" "img/2554000_1217000_2554500_1217500.tiff" 0 2830 610 3730 "school"
"24899" "img/2554000_1217000_2554500_1217500.tiff" 0 810 470 1460 "school"
"24900" "img/2554000_1217000_2554500_1217500.tiff" 2290 190 3140 790 "school"
"24901" "img/2554000_1217000_2554500_1217500.tiff" 2980 200 3090 320 "school"
"24909" "img/2679000_1272000_2679500_1272500.tiff" 830 2840 1000 3100 "school"
"24910" "img/2651000_1240000_2651500_1240500.tiff" 1390 2800 1890 3190 "graveyard"
"24911" "img/2651000_1240000_2651500_1240500.tiff" 1010 1900 1140 2010 "graveyard"
"24912" "img/2651000_1240000_2651500_1240500.tiff" 2980 1570 3960 2380 "graveyard"
"24913" "img/2651000_1240000_2651500_1240500.tiff" 1790 1350 2070 2370 "graveyard"
"24914" "img/2651000_1240000_2651500_1240500.tiff" 1780 1220 2620 2370 "graveyard"
"24915" "img/2651000_1240000_2651500_1240500.tiff" 1530 940 2600 2580 "graveyard"
"24925" "img/2628500_1189500_2629000_1190000.tiff" 2800 1060 3210 1560 "school"
"24926" "img/2628500_1189500_2629000_1190000.tiff" 2980 1270 3180 1470 "school"
"24943" "img/2495500_1112500_2496000_1113000.tiff" 4780 4830 4970 5000 "school"
"24944" "img/2495500_1112500_2496000_1113000.tiff" 870 4710 1700 5000 "school"
"24980" "img/2694500_1262500_2695000_1263000.tiff" 530 2610 2900 4570 "school"
"24981" "img/2694500_1262500_2695000_1263000.tiff" 830 2770 1630 3740 "school"
"24982" "img/2694500_1262500_2695000_1263000.tiff" 2350 2650 2530 2990 "school"
"24983" "img/2694500_1262500_2695000_1263000.tiff" 1740 2460 2200 2840 "school"
"24984" "img/2694500_1262500_2695000_1263000.tiff" 4540 2140 4940 2840 "school"
"24985" "img/2694500_1262500_2695000_1263000.tiff" 4800 2310 4970 2590 "school"
"24986" "img/2694500_1262500_2695000_1263000.tiff" 3610 750 3800 890 "school"
"24987" "img/2694500_1262500_2695000_1263000.tiff" 3470 110 4360 790 "school"
"24994" "img/2562000_1183000_2562500_1183500.tiff" 1430 4120 1770 4450 "school"
"24995" "img/2562000_1183000_2562500_1183500.tiff" 370 20 560 110 "school"
"25003" "img/2606500_1224500_2607000_1225000.tiff" 2120 4860 2540 5000 "school"
"25004" "img/2606500_1224500_2607000_1225000.tiff" 2190 4920 2430 5000 "school"
"25005" "img/2606500_1224500_2607000_1225000.tiff" 2380 4480 3440 5000 "school"
"25007" "img/2506000_1145500_2506500_1146000.tiff" 4130 4370 4540 4780 "graveyard"
"25008" "img/2648000_1224000_2648500_1224500.tiff" 840 3570 1220 3900 "school"
"25009" "img/2648000_1224000_2648500_1224500.tiff" 1330 3500 1570 3630 "school"
"25010" "img/2648000_1224000_2648500_1224500.tiff" 0 3310 370 3610 "school"
"25011" "img/2648000_1224000_2648500_1224500.tiff" 1570 490 1790 690 "school"
"25019" "img/2607500_1227500_2608000_1228000.tiff" 0 4230 1080 5000 "school"
"25020" "img/2607500_1227500_2608000_1228000.tiff" 940 4280 1160 4460 "school"
"25021" "img/2607500_1227500_2608000_1228000.tiff" 0 2090 3220 5000 "school"
"25022" "img/2718500_1199500_2719000_1200000.tiff" 350 4880 550 5000 "graveyard"
"25033" "img/2646000_1251000_2646500_1251500.tiff" 1870 4370 2440 5000 "school"
"25034" "img/2646000_1251000_2646500_1251500.tiff" 2080 4640 2430 5000 "school"
"25041" "img/2609000_1268000_2609500_1268500.tiff" 1110 4110 3050 5000 "school"
"25042" "img/2609000_1268000_2609500_1268500.tiff" 1970 4730 2400 5000 "school"
"25043" "img/2609000_1268000_2609500_1268500.tiff" 2650 4900 2900 5000 "school"
"25044" "img/2609000_1268000_2609500_1268500.tiff" 1490 4710 1740 4920 "school"
"25045" "img/2609000_1268000_2609500_1268500.tiff" 2560 4580 2820 4790 "school"
"25046" "img/2609000_1268000_2609500_1268500.tiff" 370 4480 530 4680 "school"
"25047" "img/2609000_1268000_2609500_1268500.tiff" 2480 4260 2730 4460 "school"
"25048" "img/2609000_1268000_2609500_1268500.tiff" 3980 1740 4860 4050 "school"
"25049" "img/2609000_1268000_2609500_1268500.tiff" 0 300 650 2290 "school"
"25054" "img/2601500_1123000_2602000_1123500.tiff" 3250 4130 3940 4710 "school"
"25055" "img/2601500_1123000_2602000_1123500.tiff" 4650 3780 4950 4400 "school"
"25056" "img/2601500_1123000_2602000_1123500.tiff" 4850 3230 4980 3450 "school"
"25057" "img/2601500_1123000_2602000_1123500.tiff" 1730 2860 3000 3950 "school"
"25058" "img/2601500_1123000_2602000_1123500.tiff" 1520 2590 2230 3260 "school"
"25059" "img/2601500_1123000_2602000_1123500.tiff" 4010 2610 4130 2740 "school"
"25060" "img/2601500_1123000_2602000_1123500.tiff" 2000 2200 3090 3050 "school"
"25061" "img/2601500_1123000_2602000_1123500.tiff" 3750 2120 3840 2220 "school"
"25062" "img/2613000_1226000_2613500_1226500.tiff" 4710 90 4960 680 "school"
"25065" "img/2633000_1239000_2633500_1239500.tiff" 3440 1630 4190 2220 "school"
"25066" "img/2633000_1239000_2633500_1239500.tiff" 3510 1170 4790 1700 "school"
"25082" "img/2614000_1267000_2614500_1267500.tiff" 0 3180 150 3650 "school"
"25083" "img/2614000_1267000_2614500_1267500.tiff" 4710 3720 4960 4400 "school"
"25084" "img/2614000_1267000_2614500_1267500.tiff" 1500 3550 3870 4460 "school"
"25085" "img/2614000_1267000_2614500_1267500.tiff" 3220 2930 3390 3200 "school"
"25086" "img/2614000_1267000_2614500_1267500.tiff" 600 2520 1010 2850 "school"
"25087" "img/2614000_1267000_2614500_1267500.tiff" 2960 1850 3120 2000 "school"
"25088" "img/2614000_1267000_2614500_1267500.tiff" 4930 4840 4990 5000 "school"
"25089" "img/2614000_1267000_2614500_1267500.tiff" 2680 1410 3800 2500 "school"
"25090" "img/2614000_1267000_2614500_1267500.tiff" 3300 1400 3680 1630 "school"
"25091" "img/2614000_1267000_2614500_1267500.tiff" 2000 730 2270 1000 "school"
"25092" "img/2614000_1267000_2614500_1267500.tiff" 0 90 1760 670 "school"
"25093" "img/2614000_1267000_2614500_1267500.tiff" 0 170 1420 750 "school"
"25094" "img/2683500_1211000_2684000_1211500.tiff" 4710 2960 4960 3500 "graveyard"
"25102" "img/2690000_1112500_2690500_1113000.tiff" 4660 2230 4790 2350 "graveyard"
"25112" "img/2627000_1171500_2627500_1172000.tiff" 0 3240 260 3790 "graveyard"
"25127" "img/2693000_1267000_2693500_1267500.tiff" 4330 4950 4530 5000 "school"
"25186" "img/2740500_1188000_2741000_1188500.tiff" 4800 910 4970 1280 "school"
"25187" "img/2740500_1188000_2741000_1188500.tiff" 4080 540 4780 1470 "school"
"25191" "img/2528000_1152000_2528500_1152500.tiff" 0 2730 1190 5000 "school"
"25192" "img/2528000_1152000_2528500_1152500.tiff" 4390 20 4620 130 "school"
"25193" "img/2528000_1152000_2528500_1152500.tiff" 3300 40 4150 300 "school"
"25195" "img/2613000_1258500_2613500_1259000.tiff" 2320 1410 2980 2730 "graveyard"
"25196" "img/2613000_1258500_2613500_1259000.tiff" 0 430 1120 1590 "graveyard"
"25201" "img/2623000_1258500_2623500_1259000.tiff" 1540 2970 2620 3900 "school"
"25202" "img/2623000_1258500_2623500_1259000.tiff" 210 1730 700 2190 "school"
"25203" "img/2623000_1258500_2623500_1259000.tiff" 0 680 1380 2660 "school"
"25204" "img/2623000_1258500_2623500_1259000.tiff" 640 1090 1120 1610 "school"
"25205" "img/2623000_1258500_2623500_1259000.tiff" 530 630 1400 1360 "school"
"25206" "img/2623000_1258500_2623500_1259000.tiff" 0 400 300 1180 "school"
"25207" "img/2623000_1258500_2623500_1259000.tiff" 1070 70 1570 510 "school"
"25208" "img/2623000_1258500_2623500_1259000.tiff" 620 40 920 240 "school"
"25209" "img/2623000_1258500_2623500_1259000.tiff" 1520 20 1640 120 "school"
"25210" "img/2569000_1211000_2569500_1211500.tiff" 1150 3730 1930 4490 "graveyard"
"25211" "img/2569000_1211000_2569500_1211500.tiff" 4330 2570 4720 2960 "graveyard"
"25220" "img/2547500_1177500_2548000_1178000.tiff" 3610 4250 3790 4450 "school"
"25228" "img/2501500_1133000_2502000_1133500.tiff" 630 2220 1130 2630 "school"
"25259" "img/2644500_1178000_2645000_1178500.tiff" 310 50 1010 360 "graveyard"
"25277" "img/2583000_1223000_2583500_1223500.tiff" 1500 3200 2330 3610 "graveyard"
"25284" "img/2705000_1094000_2705500_1094500.tiff" 2810 4910 3580 5000 "graveyard"
"25285" "img/2705000_1094000_2705500_1094500.tiff" 2260 4230 3350 4880 "graveyard"
"25295" "img/2608000_1260500_2608500_1261000.tiff" 4800 200 4970 710 "school"
"25296" "img/2608000_1260500_2608500_1261000.tiff" 3890 70 4850 510 "school"
"25314" "img/2695000_1229500_2695500_1230000.tiff" 3860 4630 4630 5000 "school"
"25315" "img/2695000_1229500_2695500_1230000.tiff" 4400 4800 4660 5000 "school"
"25316" "img/2695000_1229500_2695500_1230000.tiff" 3920 4650 4470 5000 "school"
"25317" "img/2695000_1229500_2695500_1230000.tiff" 640 1840 940 2160 "school"
"25318" "img/2695000_1229500_2695500_1230000.tiff" 120 1780 240 2030 "school"
"25319" "img/2695000_1229500_2695500_1230000.tiff" 150 1450 320 1720 "school"
"25321" "img/2676500_1283500_2677000_1284000.tiff" 160 3470 700 3750 "school"
"25322" "img/2676500_1283500_2677000_1284000.tiff" 0 3440 130 3770 "school"
"25323" "img/2676500_1283500_2677000_1284000.tiff" 0 2880 680 3410 "school"
"25324" "img/2637000_1236500_2637500_1237000.tiff" 0 4280 220 4800 "graveyard"
"25325" "img/2637000_1236500_2637500_1237000.tiff" 1240 3260 2480 4400 "graveyard"
"25339" "img/2559500_1225000_2560000_1225500.tiff" 230 1920 480 2200 "school"
"25354" "img/2577500_1258500_2578000_1259000.tiff" 3760 2700 4770 3640 "graveyard"
"25356" "img/2669500_1245500_2670000_1246000.tiff" 3480 3550 4800 5000 "school"
"25357" "img/2669500_1245500_2670000_1246000.tiff" 4850 4510 4980 4670 "school"
"25358" "img/2669500_1245500_2670000_1246000.tiff" 4750 3390 4960 3830 "school"
"25369" "img/2708000_1094000_2708500_1094500.tiff" 4910 2310 4980 2460 "graveyard"
"25386" "img/2693500_1266500_2694000_1267000.tiff" 0 460 120 1630 "school"
"25391" "img/2590000_1213000_2590500_1213500.tiff" 1050 4930 1200 5000 "graveyard"
"25392" "img/2590000_1213000_2590500_1213500.tiff" 2540 4670 2740 4780 "graveyard"
"25393" "img/2590000_1213000_2590500_1213500.tiff" 2200 3860 2810 4980 "graveyard"
"25394" "img/2590000_1213000_2590500_1213500.tiff" 1820 3900 2290 4360 "graveyard"
"25395" "img/2590000_1213000_2590500_1213500.tiff" 0 3670 120 3850 "graveyard"
"25396" "img/2590000_1213000_2590500_1213500.tiff" 0 2800 2800 5000 "graveyard"
"25397" "img/2590000_1213000_2590500_1213500.tiff" 420 2790 650 3070 "graveyard"
"25398" "img/2590000_1213000_2590500_1213500.tiff" 0 2390 260 2940 "graveyard"
"25399" "img/2590000_1213000_2590500_1213500.tiff" 450 1720 780 2010 "graveyard"
"25408" "img/2578500_1180500_2579000_1181000.tiff" 320 4830 980 5000 "graveyard"
"25409" "img/2578500_1180500_2579000_1181000.tiff" 1720 4900 1940 5000 "graveyard"
"25410" "img/2578500_1180500_2579000_1181000.tiff" 1910 4480 2100 4710 "graveyard"
"25411" "img/2578500_1180500_2579000_1181000.tiff" 2450 3180 2770 3610 "graveyard"
"25436" "img/2582000_1148500_2582500_1149000.tiff" 1600 4580 1960 4920 "graveyard"
"25437" "img/2582000_1148500_2582500_1149000.tiff" 1200 4520 1770 4920 "graveyard"
"25438" "img/2564000_1129500_2564500_1130000.tiff" 0 2080 720 3100 "school"
"25440" "img/2644500_1163000_2645000_1163500.tiff" 3320 3480 3480 3670 "school"
"25447" "img/2744000_1253500_2744500_1254000.tiff" 1350 4310 2350 5000 "school"
"25448" "img/2744000_1253500_2744500_1254000.tiff" 2410 4390 2750 4710 "school"
"25449" "img/2744000_1253500_2744500_1254000.tiff" 2510 4000 2880 4330 "school"
"25450" "img/2744000_1253500_2744500_1254000.tiff" 4670 3750 4950 4040 "school"
"25451" "img/2744000_1253500_2744500_1254000.tiff" 3940 3190 4560 3830 "school"
"25452" "img/2744000_1253500_2744500_1254000.tiff" 2100 1740 2910 2590 "school"
"25494" "img/2644000_1243000_2644500_1243500.tiff" 3320 4870 3860 5000 "graveyard"
"25495" "img/2644000_1243000_2644500_1243500.tiff" 0 4540 1340 5000 "graveyard"
"25496" "img/2644000_1243000_2644500_1243500.tiff" 340 4920 780 5000 "graveyard"
"25497" "img/2644000_1243000_2644500_1243500.tiff" 3830 2760 3940 2850 "graveyard"
"25499" "img/2535500_1186500_2536000_1187000.tiff" 180 3640 530 3860 "graveyard"
"25543" "img/2632500_1128000_2633000_1128500.tiff" 2210 500 2820 970 "school"
"25544" "img/2611000_1248000_2611500_1248500.tiff" 2330 1100 2600 1460 "graveyard"
"25545" "img/2679500_1283000_2680000_1283500.tiff" 0 4500 1280 5000 "school"
